2026-09-02 16:53:34 | DEBUG    | rl_lib.training.callbacks.checkpoints_save | CheckpointsSaveCallback created with intervals=200
2026-09-02 17:08:45 | DEBUG    | rl_lib.tracking.console_logger | Step 32767: {'rollout/returns': '-2.271013', 'rollout/advantages_mean': '-0.838512', 'rollout/advantages_std': '2.140672', 'rollout/critic_values': '-1.432502', 'rollout/old_log_probs': '-0.059073', 'rollout/action_mean_0': '0.145173', 'rollout/action_mean_1': '0.586471', 'rollout/action_mean_2': '0.361584', 'rollout/action_std_0': '0.474348', 'rollout/action_std_1': '0.232537', 'rollout/action_std_2': '0.231684', 'rollout/explained_variance': '0.769967', 'training/entropy_coef': '0.009841', 'training/lr_0': '0.000010', 'training/lr_1': '0.000010', 'training/lr_2': '0.000030', 'training/lr_3': '0.000030', 'metrics/approx_kl': '0.002653', 'metrics/ratio_max': '1.308544', 'metrics/clip_fraction': '0.016816', 'metrics/approx_kl_0': '0.000607', 'metrics/approx_kl_1': '0.000627', 'metrics/approx_kl_2': '0.001432', 'metrics/actor_loss': '-0.002137', 'loss/critic': '1.436593', 'metrics/entropy_0': '0.926713', 'metrics/entropy_1': '0.903750', 'metrics/entropy_2': '0.905964', 'loss/entropy': '2.736427', 'metrics/log_std_0': '-0.492225', 'metrics/log_std_1': '-0.515189', 'metrics/log_std_2': '-0.512975', 'loss/total': '0.689203', 'grad_norm/cnn': '2.050374', 'grad_norm/sequence_encoder': '0.871100', 'grad_norm/actor': '2.292372', 'grad_norm/critic': '0.293805', 'metrics/grad_norm/max': '3.360449'}
2026-09-02 17:08:45 | DEBUG    | rl_lib.tracking.console_logger | Step 32563: {'episode/returns': '-23.180784', 'episode/lengths': '1000.000000', 'episode/n': '32.000000'}
2026-09-02 17:09:41 | DEBUG    | rl_lib.tracking.console_logger | Step 34815: {'rollout/returns': '-2.413694', 'rollout/advantages_mean': '-0.834921', 'rollout/advantages_std': '2.245191', 'rollout/critic_values': '-1.578773', 'rollout/old_log_probs': '-0.060451', 'rollout/action_mean_0': '0.132521', 'rollout/action_mean_1': '0.584494', 'rollout/action_mean_2': '0.356699', 'rollout/action_std_0': '0.477171', 'rollout/action_std_1': '0.233302', 'rollout/action_std_2': '0.230350', 'rollout/explained_variance': '0.777770', 'training/entropy_coef': '0.009831', 'training/lr_0': '0.000010', 'training/lr_1': '0.000010', 'training/lr_2': '0.000029', 'training/lr_3': '0.000029', 'metrics/approx_kl': '0.003317', 'metrics/ratio_max': '1.308005', 'metrics/clip_fraction': '0.024810', 'metrics/approx_kl_0': '0.001298', 'metrics/approx_kl_1': '0.001147', 'metrics/approx_kl_2': '0.000888', 'metrics/actor_loss': '-0.003722', 'loss/critic': '1.522115', 'metrics/entropy_0': '0.926468', 'metrics/entropy_1': '0.902705', 'metrics/entropy_2': '0.904547', 'loss/entropy': '2.733720', 'metrics/log_std_0': '-0.492470', 'metrics/log_std_1': '-0.516234', 'metrics/log_std_2': '-0.514392', 'loss/total': '0.730432', 'grad_norm/cnn': '2.207068', 'grad_norm/sequence_encoder': '0.919229', 'grad_norm/actor': '2.462535', 'grad_norm/critic': '0.310857', 'metrics/grad_norm/max': '3.607122'}
2026-09-02 17:09:41 | DEBUG    | rl_lib.tracking.console_logger | Step 34567: {'episode/returns': '-22.766278', 'episode/lengths': '1000.000000', 'episode/n': '32.000000'}
2026-09-02 17:10:36 | DEBUG    | rl_lib.tracking.console_logger | Step 36863: {'rollout/returns': '-2.025407', 'rollout/advantages_mean': '-0.591771', 'rollout/advantages_std': '2.323467', 'rollout/critic_values': '-1.433636', 'rollout/old_log_probs': '-0.047308', 'rollout/action_mean_0': '0.125440', 'rollout/action_mean_1': '0.598855', 'rollout/action_mean_2': '0.351575', 'rollout/action_std_0': '0.477933', 'rollout/action_std_1': '0.230426', 'rollout/action_std_2': '0.230089', 'rollout/explained_variance': '0.797610', 'training/entropy_coef': '0.009822', 'training/lr_0': '0.000010', 'training/lr_1': '0.000010', 'training/lr_2': '0.000029', 'training/lr_3': '0.000029', 'metrics/approx_kl': '0.002896', 'metrics/ratio_max': '1.300090', 'metrics/clip_fraction': '0.020005', 'metrics/approx_kl_0': '0.000668', 'metrics/approx_kl_1': '0.001025', 'metrics/approx_kl_2': '0.001204', 'metrics/actor_loss': '-0.002092', 'loss/critic': '1.518734', 'metrics/entropy_0': '0.926129', 'metrics/entropy_1': '0.902091', 'metrics/entropy_2': '0.904557', 'loss/entropy': '2.732777', 'metrics/log_std_0': '-0.492810', 'metrics/log_std_1': '-0.516847', 'metrics/log_std_2': '-0.514382', 'loss/total': '0.730408', 'grad_norm/cnn': '2.352380', 'grad_norm/sequence_encoder': '0.997181', 'grad_norm/actor': '2.381989', 'grad_norm/critic': '0.356919', 'metrics/grad_norm/max': '3.693245'}
2026-09-02 17:10:36 | DEBUG    | rl_lib.tracking.console_logger | Step 36571: {'episode/returns': '-15.571091', 'episode/lengths': '1000.000000', 'episode/n': '32.000000'}
2026-09-02 17:11:31 | DEBUG    | rl_lib.tracking.console_logger | Step 38911: {'rollout/returns': '-2.143401', 'rollout/advantages_mean': '-0.637121', 'rollout/advantages_std': '2.337090', 'rollout/critic_values': '-1.506280', 'rollout/old_log_probs': '-0.050461', 'rollout/action_mean_0': '0.122174', 'rollout/action_mean_1': '0.587030', 'rollout/action_mean_2': '0.356005', 'rollout/action_std_0': '0.479632', 'rollout/action_std_1': '0.232312', 'rollout/action_std_2': '0.232087', 'rollout/explained_variance': '0.812367', 'training/entropy_coef': '0.009812', 'training/lr_0': '0.000010', 'training/lr_1': '0.000010', 'training/lr_2': '0.000029', 'training/lr_3': '0.000029', 'metrics/approx_kl': '0.003865', 'metrics/ratio_max': '1.343196', 'metrics/clip_fraction': '0.034297', 'metrics/approx_kl_0': '0.000835', 'metrics/approx_kl_1': '0.001672', 'metrics/approx_kl_2': '0.001337', 'metrics/actor_loss': '-0.004124', 'loss/critic': '1.524990', 'metrics/entropy_0': '0.926164', 'metrics/entropy_1': '0.902424', 'metrics/entropy_2': '0.903709', 'loss/entropy': '2.732297', 'metrics/log_std_0': '-0.492775', 'metrics/log_std_1': '-0.516514', 'metrics/log_std_2': '-0.515229', 'loss/total': '0.731535', 'grad_norm/cnn': '2.166065', 'grad_norm/sequence_encoder': '0.906344', 'grad_norm/actor': '2.354732', 'grad_norm/critic': '0.318823', 'metrics/grad_norm/max': '3.473477'}
2026-09-02 17:11:31 | DEBUG    | rl_lib.tracking.console_logger | Step 38575: {'episode/returns': '-20.050158', 'episode/lengths': '1000.000000', 'episode/n': '32.000000'}
2026-09-02 17:12:27 | DEBUG    | rl_lib.tracking.console_logger | Step 40959: {'rollout/returns': '-2.620761', 'rollout/advantages_mean': '-0.714803', 'rollout/advantages_std': '2.364166', 'rollout/critic_values': '-1.905958', 'rollout/old_log_probs': '-0.049737', 'rollout/action_mean_0': '0.128469', 'rollout/action_mean_1': '0.597938', 'rollout/action_mean_2': '0.359511', 'rollout/action_std_0': '0.481349', 'rollout/action_std_1': '0.230772', 'rollout/action_std_2': '0.232684', 'rollout/explained_variance': '0.819700', 'training/entropy_coef': '0.009802', 'training/lr_0': '0.000010', 'training/lr_1': '0.000010', 'training/lr_2': '0.000029', 'training/lr_3': '0.000029', 'metrics/approx_kl': '0.003744', 'metrics/ratio_max': '1.344880', 'metrics/clip_fraction': '0.032307', 'metrics/approx_kl_0': '0.000811', 'metrics/approx_kl_1': '0.000628', 'metrics/approx_kl_2': '0.002290', 'metrics/actor_loss': '-0.004075', 'loss/critic': '1.582886', 'metrics/entropy_0': '0.925144', 'metrics/entropy_1': '0.902751', 'metrics/entropy_2': '0.902891', 'loss/entropy': '2.730786', 'metrics/log_std_0': '-0.493795', 'metrics/log_std_1': '-0.516188', 'metrics/log_std_2': '-0.516048', 'loss/total': '0.760574', 'grad_norm/cnn': '2.058840', 'grad_norm/sequence_encoder': '0.878206', 'grad_norm/actor': '2.528673', 'grad_norm/critic': '0.298843', 'metrics/grad_norm/max': '3.524457'}
2026-09-02 17:12:27 | DEBUG    | rl_lib.tracking.console_logger | Step 40579: {'episode/returns': '-15.490971', 'episode/lengths': '1000.000000', 'episode/n': '32.000000'}
2026-09-02 17:13:23 | DEBUG    | rl_lib.tracking.console_logger | Step 43007: {'rollout/returns': '-2.804796', 'rollout/advantages_mean': '-0.678482', 'rollout/advantages_std': '2.433091', 'rollout/critic_values': '-2.126314', 'rollout/old_log_probs': '-0.045044', 'rollout/action_mean_0': '0.130567', 'rollout/action_mean_1': '0.588881', 'rollout/action_mean_2': '0.351009', 'rollout/action_std_0': '0.481346', 'rollout/action_std_1': '0.232104', 'rollout/action_std_2': '0.231858', 'rollout/explained_variance': '0.824322', 'training/entropy_coef': '0.009792', 'training/lr_0': '0.000010', 'training/lr_1': '0.000010', 'training/lr_2': '0.000029', 'training/lr_3': '0.000029', 'metrics/approx_kl': '0.003113', 'metrics/ratio_max': '1.315208', 'metrics/clip_fraction': '0.025736', 'metrics/approx_kl_0': '0.000799', 'metrics/approx_kl_1': '0.000493', 'metrics/approx_kl_2': '0.001814', 'metrics/actor_loss': '-0.003204', 'loss/critic': '1.627750', 'metrics/entropy_0': '0.924191', 'metrics/entropy_1': '0.902089', 'metrics/entropy_2': '0.902776', 'loss/entropy': '2.729056', 'metrics/log_std_0': '-0.494747', 'metrics/log_std_1': '-0.516849', 'metrics/log_std_2': '-0.516163', 'loss/total': '0.783921', 'grad_norm/cnn': '1.936261', 'grad_norm/sequence_encoder': '0.843507', 'grad_norm/actor': '2.523803', 'grad_norm/critic': '0.280178', 'metrics/grad_norm/max': '3.409797'}
2026-09-02 17:13:23 | DEBUG    | rl_lib.tracking.console_logger | Step 42583: {'episode/returns': '-18.345727', 'episode/lengths': '1000.000000', 'episode/n': '32.000000'}
2026-09-02 17:14:18 | DEBUG    | rl_lib.tracking.console_logger | Step 45055: {'rollout/returns': '-2.778642', 'rollout/advantages_mean': '-0.478524', 'rollout/advantages_std': '2.592120', 'rollout/critic_values': '-2.300118', 'rollout/old_log_probs': '-0.040106', 'rollout/action_mean_0': '0.115998', 'rollout/action_mean_1': '0.589370', 'rollout/action_mean_2': '0.338019', 'rollout/action_std_0': '0.485228', 'rollout/action_std_1': '0.233163', 'rollout/action_std_2': '0.228258', 'rollout/explained_variance': '0.826988', 'training/entropy_coef': '0.009782', 'training/lr_0': '0.000010', 'training/lr_1': '0.000010', 'training/lr_2': '0.000029', 'training/lr_3': '0.000029', 'metrics/approx_kl': '0.003850', 'metrics/ratio_max': '1.330135', 'metrics/clip_fraction': '0.031290', 'metrics/approx_kl_0': '0.001153', 'metrics/approx_kl_1': '0.000981', 'metrics/approx_kl_2': '0.001721', 'metrics/actor_loss': '-0.003344', 'loss/critic': '1.686802', 'metrics/entropy_0': '0.924461', 'metrics/entropy_1': '0.901985', 'metrics/entropy_2': '0.901201', 'loss/entropy': '2.727647', 'metrics/log_std_0': '-0.494478', 'metrics/log_std_1': '-0.516953', 'metrics/log_std_2': '-0.517738', 'loss/total': '0.813348', 'grad_norm/cnn': '2.336768', 'grad_norm/sequence_encoder': '0.985249', 'grad_norm/actor': '2.664432', 'grad_norm/critic': '0.355275', 'metrics/grad_norm/max': '3.821011'}
2026-09-02 17:14:18 | DEBUG    | rl_lib.tracking.console_logger | Step 44587: {'episode/returns': '-13.262988', 'episode/lengths': '1000.000000', 'episode/n': '32.000000'}
2026-09-02 17:15:14 | DEBUG    | rl_lib.tracking.console_logger | Step 47103: {'rollout/returns': '-3.336608', 'rollout/advantages_mean': '-0.672494', 'rollout/advantages_std': '2.631963', 'rollout/critic_values': '-2.664114', 'rollout/old_log_probs': '-0.045144', 'rollout/action_mean_0': '0.094352', 'rollout/action_mean_1': '0.572255', 'rollout/action_mean_2': '0.336119', 'rollout/action_std_0': '0.482003', 'rollout/action_std_1': '0.235942', 'rollout/action_std_2': '0.227487', 'rollout/explained_variance': '0.828862', 'training/entropy_coef': '0.009773', 'training/lr_0': '0.000010', 'training/lr_1': '0.000010', 'training/lr_2': '0.000029', 'training/lr_3': '0.000029', 'metrics/approx_kl': '0.004037', 'metrics/ratio_max': '1.328070', 'metrics/clip_fraction': '0.036263', 'metrics/approx_kl_0': '0.000911', 'metrics/approx_kl_1': '0.001235', 'metrics/approx_kl_2': '0.001907', 'metrics/actor_loss': '-0.004167', 'loss/critic': '1.735606', 'metrics/entropy_0': '0.924972', 'metrics/entropy_1': '0.901475', 'metrics/entropy_2': '0.899494', 'loss/entropy': '2.725941', 'metrics/log_std_0': '-0.493967', 'metrics/log_std_1': '-0.517463', 'metrics/log_std_2': '-0.519444', 'loss/total': '0.836970', 'grad_norm/cnn': '2.561695', 'grad_norm/sequence_encoder': '1.073577', 'grad_norm/actor': '2.633489', 'grad_norm/critic': '0.407887', 'metrics/grad_norm/max': '4.008777'}
2026-09-02 17:15:14 | DEBUG    | rl_lib.tracking.console_logger | Step 47092: {'episode/returns': '-21.031322', 'episode/lengths': '1000.000000', 'episode/n': '40.000000'}
2026-09-02 17:16:10 | DEBUG    | rl_lib.tracking.console_logger | Step 49151: {'rollout/returns': '-2.291090', 'rollout/advantages_mean': '-0.157265', 'rollout/advantages_std': '3.039795', 'rollout/critic_values': '-2.133826', 'rollout/old_log_probs': '-0.029321', 'rollout/action_mean_0': '0.095092', 'rollout/action_mean_1': '0.591142', 'rollout/action_mean_2': '0.327316', 'rollout/action_std_0': '0.488666', 'rollout/action_std_1': '0.232145', 'rollout/action_std_2': '0.226486', 'rollout/explained_variance': '0.821069', 'training/entropy_coef': '0.009763', 'training/lr_0': '0.000010', 'training/lr_1': '0.000010', 'training/lr_2': '0.000029', 'training/lr_3': '0.000029', 'metrics/approx_kl': '0.003417', 'metrics/ratio_max': '1.359462', 'metrics/clip_fraction': '0.025402', 'metrics/approx_kl_0': '0.000747', 'metrics/approx_kl_1': '0.001196', 'metrics/approx_kl_2': '0.001403', 'metrics/actor_loss': '-0.004679', 'loss/critic': '1.945120', 'metrics/entropy_0': '0.924989', 'metrics/entropy_1': '0.900710', 'metrics/entropy_2': '0.897778', 'loss/entropy': '2.723477', 'metrics/log_std_0': '-0.493949', 'metrics/log_std_1': '-0.518228', 'metrics/log_std_2': '-0.521161', 'loss/total': '0.941266', 'grad_norm/cnn': '2.339152', 'grad_norm/sequence_encoder': '0.977440', 'grad_norm/actor': '2.538403', 'grad_norm/critic': '0.358101', 'metrics/grad_norm/max': '3.747416'}
2026-09-02 17:16:10 | DEBUG    | rl_lib.tracking.console_logger | Step 49096: {'episode/returns': '-5.119924', 'episode/lengths': '1000.000000', 'episode/n': '32.000000'}
2026-09-02 17:16:30 | DEBUG    | rl_lib.training.callbacks.record_video | Recording video...
2026-09-02 17:16:46 | DEBUG    | rl_lib.tracking.console_logger | Step 1: {'evaluation/episode_returns': '269.047619', 'evaluation/episode_lengths': '1000.000000'}
2026-09-02 17:17:22 | DEBUG    | rl_lib.tracking.console_logger | Step 51199: {'rollout/returns': '-2.036440', 'rollout/advantages_mean': '0.039337', 'rollout/advantages_std': '3.144321', 'rollout/critic_values': '-2.075776', 'rollout/old_log_probs': '-0.019705', 'rollout/action_mean_0': '0.061468', 'rollout/action_mean_1': '0.589602', 'rollout/action_mean_2': '0.318323', 'rollout/action_std_0': '0.487392', 'rollout/action_std_1': '0.232450', 'rollout/action_std_2': '0.224300', 'rollout/explained_variance': '0.827559', 'training/entropy_coef': '0.009753', 'training/lr_0': '0.000010', 'training/lr_1': '0.000010', 'training/lr_2': '0.000029', 'training/lr_3': '0.000029', 'metrics/approx_kl': '0.003643', 'metrics/ratio_max': '1.375827', 'metrics/clip_fraction': '0.028209', 'metrics/approx_kl_0': '0.001374', 'metrics/approx_kl_1': '0.000737', 'metrics/approx_kl_2': '0.001533', 'metrics/actor_loss': '-0.004212', 'loss/critic': '2.005213', 'metrics/entropy_0': '0.924134', 'metrics/entropy_1': '0.900424', 'metrics/entropy_2': '0.896000', 'loss/entropy': '2.720559', 'metrics/log_std_0': '-0.494804', 'metrics/log_std_1': '-0.518515', 'metrics/log_std_2': '-0.522938', 'loss/total': '0.971834', 'grad_norm/cnn': '2.427889', 'grad_norm/sequence_encoder': '1.015185', 'grad_norm/actor': '2.557319', 'grad_norm/critic': '0.388469', 'metrics/grad_norm/max': '3.828954'}
2026-09-02 17:17:22 | DEBUG    | rl_lib.tracking.console_logger | Step 51100: {'episode/returns': '1.035365', 'episode/lengths': '1000.000000', 'episode/n': '32.000000'}
2026-09-02 17:18:18 | DEBUG    | rl_lib.tracking.console_logger | Step 53247: {'rollout/returns': '-1.848661', 'rollout/advantages_mean': '0.220300', 'rollout/advantages_std': '3.405856', 'rollout/critic_values': '-2.068961', 'rollout/old_log_probs': '-0.013764', 'rollout/action_mean_0': '0.070090', 'rollout/action_mean_1': '0.583445', 'rollout/action_mean_2': '0.310760', 'rollout/action_std_0': '0.486282', 'rollout/action_std_1': '0.234494', 'rollout/action_std_2': '0.225027', 'rollout/explained_variance': '0.824718', 'training/entropy_coef': '0.009743', 'training/lr_0': '0.000010', 'training/lr_1': '0.000010', 'training/lr_2': '0.000029', 'training/lr_3': '0.000029', 'metrics/approx_kl': '0.003470', 'metrics/ratio_max': '1.329857', 'metrics/clip_fraction': '0.031297', 'metrics/approx_kl_0': '0.001466', 'metrics/approx_kl_1': '0.000724', 'metrics/approx_kl_2': '0.001342', 'metrics/actor_loss': '-0.005481', 'loss/critic': '2.162601', 'metrics/entropy_0': '0.923354', 'metrics/entropy_1': '0.899805', 'metrics/entropy_2': '0.893818', 'loss/entropy': '2.716976', 'metrics/log_std_0': '-0.495584', 'metrics/log_std_1': '-0.519134', 'metrics/log_std_2': '-0.525121', 'loss/total': '1.049321', 'grad_norm/cnn': '2.661702', 'grad_norm/sequence_encoder': '1.078540', 'grad_norm/actor': '2.657398', 'grad_norm/critic': '0.418095', 'metrics/grad_norm/max': '4.083935'}
2026-09-02 17:18:18 | DEBUG    | rl_lib.tracking.console_logger | Step 53104: {'episode/returns': '12.517491', 'episode/lengths': '1000.000000', 'episode/n': '32.000000'}
2026-09-02 17:19:14 | DEBUG    | rl_lib.tracking.console_logger | Step 55295: {'rollout/returns': '-0.428173', 'rollout/advantages_mean': '0.931367', 'rollout/advantages_std': '3.838968', 'rollout/critic_values': '-1.359540', 'rollout/old_log_probs': '0.007944', 'rollout/action_mean_0': '0.043802', 'rollout/action_mean_1': '0.583656', 'rollout/action_mean_2': '0.290826', 'rollout/action_std_0': '0.490687', 'rollout/action_std_1': '0.234451', 'rollout/action_std_2': '0.218552', 'rollout/explained_variance': '0.817665', 'training/entropy_coef': '0.009733', 'training/lr_0': '0.000010', 'training/lr_1': '0.000010', 'training/lr_2': '0.000029', 'training/lr_3': '0.000029', 'metrics/approx_kl': '0.004330', 'metrics/ratio_max': '1.369415', 'metrics/clip_fraction': '0.038424', 'metrics/approx_kl_0': '0.001014', 'metrics/approx_kl_1': '0.001155', 'metrics/approx_kl_2': '0.002132', 'metrics/actor_loss': '-0.005199', 'loss/critic': '2.516148', 'metrics/entropy_0': '0.922894', 'metrics/entropy_1': '0.900021', 'metrics/entropy_2': '0.891308', 'loss/entropy': '2.714223', 'metrics/log_std_0': '-0.496045', 'metrics/log_std_1': '-0.518918', 'metrics/log_std_2': '-0.527630', 'loss/total': '1.226430', 'grad_norm/cnn': '2.411781', 'grad_norm/sequence_encoder': '0.998219', 'grad_norm/actor': '2.730272', 'grad_norm/critic': '0.369703', 'metrics/grad_norm/max': '3.920433'}
2026-09-02 17:19:14 | DEBUG    | rl_lib.tracking.console_logger | Step 55108: {'episode/returns': '28.318946', 'episode/lengths': '1000.000000', 'episode/n': '32.000000'}
2026-09-02 17:20:10 | DEBUG    | rl_lib.tracking.console_logger | Step 57343: {'rollout/returns': '0.828592', 'rollout/advantages_mean': '1.200926', 'rollout/advantages_std': '3.769785', 'rollout/critic_values': '-0.372333', 'rollout/old_log_probs': '0.022082', 'rollout/action_mean_0': '0.038835', 'rollout/action_mean_1': '0.583915', 'rollout/action_mean_2': '0.274128', 'rollout/action_std_0': '0.491767', 'rollout/action_std_1': '0.234303', 'rollout/action_std_2': '0.212607', 'rollout/explained_variance': '0.826933', 'training/entropy_coef': '0.009724', 'training/lr_0': '0.000010', 'training/lr_1': '0.000010', 'training/lr_2': '0.000029', 'training/lr_3': '0.000029', 'metrics/approx_kl': '0.004361', 'metrics/ratio_max': '1.403420', 'metrics/clip_fraction': '0.040452', 'metrics/approx_kl_0': '0.001284', 'metrics/approx_kl_1': '0.000518', 'metrics/approx_kl_2': '0.002720', 'metrics/actor_loss': '-0.005052', 'loss/critic': '2.532548', 'metrics/entropy_0': '0.922326', 'metrics/entropy_1': '0.900224', 'metrics/entropy_2': '0.889056', 'loss/entropy': '2.711606', 'metrics/log_std_0': '-0.496613', 'metrics/log_std_1': '-0.518714', 'metrics/log_std_2': '-0.529882', 'loss/total': '1.234829', 'grad_norm/cnn': '2.532220', 'grad_norm/sequence_encoder': '1.022823', 'grad_norm/actor': '2.811085', 'grad_norm/critic': '0.357347', 'metrics/grad_norm/max': '4.068305'}
2026-09-02 17:20:10 | DEBUG    | rl_lib.tracking.console_logger | Step 57112: {'episode/returns': '53.750146', 'episode/lengths': '1000.000000', 'episode/n': '32.000000'}
2026-09-02 17:21:06 | DEBUG    | rl_lib.tracking.console_logger | Step 59391: {'rollout/returns': '0.795918', 'rollout/advantages_mean': '1.728682', 'rollout/advantages_std': '4.463412', 'rollout/critic_values': '-0.932764', 'rollout/old_log_probs': '0.029379', 'rollout/action_mean_0': '0.042828', 'rollout/action_mean_1': '0.589219', 'rollout/action_mean_2': '0.279429', 'rollout/action_std_0': '0.488601', 'rollout/action_std_1': '0.235672', 'rollout/action_std_2': '0.218595', 'rollout/explained_variance': '0.804129', 'training/entropy_coef': '0.009714', 'training/lr_0': '0.000010', 'training/lr_1': '0.000010', 'training/lr_2': '0.000029', 'training/lr_3': '0.000029', 'metrics/approx_kl': '0.004108', 'metrics/ratio_max': '1.353280', 'metrics/clip_fraction': '0.039106', 'metrics/approx_kl_0': '0.001598', 'metrics/approx_kl_1': '0.000648', 'metrics/approx_kl_2': '0.001856', 'metrics/actor_loss': '-0.005859', 'loss/critic': '3.137447', 'metrics/entropy_0': '0.921183', 'metrics/entropy_1': '0.899939', 'metrics/entropy_2': '0.887185', 'loss/entropy': '2.708307', 'metrics/log_std_0': '-0.497756', 'metrics/log_std_1': '-0.518999', 'metrics/log_std_2': '-0.531753', 'loss/total': '1.536529', 'grad_norm/cnn': '2.656983', 'grad_norm/sequence_encoder': '1.078084', 'grad_norm/actor': '2.789732', 'grad_norm/critic': '0.414960', 'metrics/grad_norm/max': '4.174877'}
2026-09-02 17:21:06 | DEBUG    | rl_lib.tracking.console_logger | Step 59116: {'episode/returns': '51.242896', 'episode/lengths': '1000.000000', 'episode/n': '32.000000'}
2026-09-02 17:22:02 | DEBUG    | rl_lib.tracking.console_logger | Step 61439: {'rollout/returns': '1.443779', 'rollout/advantages_mean': '2.486491', 'rollout/advantages_std': '5.273442', 'rollout/critic_values': '-1.042712', 'rollout/old_log_probs': '0.047876', 'rollout/action_mean_0': '0.056683', 'rollout/action_mean_1': '0.588030', 'rollout/action_mean_2': '0.272546', 'rollout/action_std_0': '0.498988', 'rollout/action_std_1': '0.234755', 'rollout/action_std_2': '0.216651', 'rollout/explained_variance': '0.783229', 'training/entropy_coef': '0.009704', 'training/lr_0': '0.000010', 'training/lr_1': '0.000010', 'training/lr_2': '0.000029', 'training/lr_3': '0.000029', 'metrics/approx_kl': '0.004042', 'metrics/ratio_max': '1.342588', 'metrics/clip_fraction': '0.036653', 'metrics/approx_kl_0': '0.001490', 'metrics/approx_kl_1': '0.001126', 'metrics/approx_kl_2': '0.001525', 'metrics/actor_loss': '-0.005279', 'loss/critic': '3.865158', 'metrics/entropy_0': '0.920002', 'metrics/entropy_1': '0.900385', 'metrics/entropy_2': '0.885867', 'loss/entropy': '2.706254', 'metrics/log_std_0': '-0.498936', 'metrics/log_std_1': '-0.518553', 'metrics/log_std_2': '-0.533071', 'loss/total': '1.901011', 'grad_norm/cnn': '2.850608', 'grad_norm/sequence_encoder': '1.123658', 'grad_norm/actor': '2.931968', 'grad_norm/critic': '0.428406', 'metrics/grad_norm/max': '4.397352'}
2026-09-02 17:22:02 | DEBUG    | rl_lib.tracking.console_logger | Step 61120: {'episode/returns': '84.192028', 'episode/lengths': '1000.000000', 'episode/n': '32.000000'}
2026-09-02 17:22:58 | DEBUG    | rl_lib.tracking.console_logger | Step 63487: {'rollout/returns': '2.027205', 'rollout/advantages_mean': '2.997495', 'rollout/advantages_std': '5.980662', 'rollout/critic_values': '-0.970291', 'rollout/old_log_probs': '0.053903', 'rollout/action_mean_0': '0.067254', 'rollout/action_mean_1': '0.583301', 'rollout/action_mean_2': '0.268916', 'rollout/action_std_0': '0.494359', 'rollout/action_std_1': '0.236998', 'rollout/action_std_2': '0.216027', 'rollout/explained_variance': '0.763191', 'training/entropy_coef': '0.009695', 'training/lr_0': '0.000010', 'training/lr_1': '0.000010', 'training/lr_2': '0.000029', 'training/lr_3': '0.000029', 'metrics/approx_kl': '0.003597', 'metrics/ratio_max': '1.338022', 'metrics/clip_fraction': '0.031079', 'metrics/approx_kl_0': '0.001501', 'metrics/approx_kl_1': '0.000410', 'metrics/approx_kl_2': '0.001757', 'metrics/actor_loss': '-0.005182', 'loss/critic': '4.364091', 'metrics/entropy_0': '0.917666', 'metrics/entropy_1': '0.900928', 'metrics/entropy_2': '0.884436', 'loss/entropy': '2.703030', 'metrics/log_std_0': '-0.501273', 'metrics/log_std_1': '-0.518010', 'metrics/log_std_2': '-0.534503', 'loss/total': '2.150632', 'grad_norm/cnn': '2.715944', 'grad_norm/sequence_encoder': '1.067996', 'grad_norm/actor': '2.915064', 'grad_norm/critic': '0.378833', 'metrics/grad_norm/max': '4.287595'}
2026-09-02 17:22:58 | DEBUG    | rl_lib.tracking.console_logger | Step 63124: {'episode/returns': '92.388995', 'episode/lengths': '1000.000000', 'episode/n': '32.000000'}
2026-09-02 17:23:55 | DEBUG    | rl_lib.tracking.console_logger | Step 65535: {'rollout/returns': '7.030733', 'rollout/advantages_mean': '5.310543', 'rollout/advantages_std': '6.243337', 'rollout/critic_values': '1.720190', 'rollout/old_log_probs': '0.109239', 'rollout/action_mean_0': '0.019726', 'rollout/action_mean_1': '0.602415', 'rollout/action_mean_2': '0.227495', 'rollout/action_std_0': '0.501193', 'rollout/action_std_1': '0.233290', 'rollout/action_std_2': '0.202838', 'rollout/explained_variance': '0.736384', 'training/entropy_coef': '0.009685', 'training/lr_0': '0.000010', 'training/lr_1': '0.000010', 'training/lr_2': '0.000029', 'training/lr_3': '0.000029', 'metrics/approx_kl': '0.005901', 'metrics/ratio_max': '1.425308', 'metrics/clip_fraction': '0.061771', 'metrics/approx_kl_0': '0.002662', 'metrics/approx_kl_1': '0.000482', 'metrics/approx_kl_2': '0.002769', 'metrics/actor_loss': '-0.007689', 'loss/critic': '5.865379', 'metrics/entropy_0': '0.916166', 'metrics/entropy_1': '0.900281', 'metrics/entropy_2': '0.881568', 'loss/entropy': '2.698015', 'metrics/log_std_0': '-0.502772', 'metrics/log_std_1': '-0.518658', 'metrics/log_std_2': '-0.537370', 'loss/total': '2.898844', 'grad_norm/cnn': '2.781453', 'grad_norm/sequence_encoder': '1.076354', 'grad_norm/actor': '2.891704', 'grad_norm/critic': '0.367621', 'metrics/grad_norm/max': '4.302489'}
2026-09-02 17:23:55 | DEBUG    | rl_lib.tracking.console_logger | Step 65128: {'episode/returns': '186.759844', 'episode/lengths': '1000.000000', 'episode/n': '32.000000'}
